sample_ID,age_Ma,lat_N_dd,long_E_dd,d18O_mean,d18O_std,Dp17O_5305_mean,Dp17O_5305_std,lithology,lab,reference,notes
SAF-512-11,3.20E+03,-25.882,31.103,8.9,0.5,-0.063,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S7-5-2,3.20E+03,-25.915,31.015,10.3,0.5,-0.068,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S7-5-3,3.20E+03,-25.915,31.015,9.8,0.5,-0.023,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S7-5-4,3.20E+03,-25.915,31.015,9.8,0.5,-0.152,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S7-5-5,3.20E+03,-25.915,31.015,9.5,0.5,-0.099,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S7-5-6,3.20E+03,-25.915,31.015,9.2,0.5,-0.036,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-485-14,3.20E+03,-25.914,31.055,9.5,0.5,-0.119,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-a,3.20E+03,-25.908,31.053,9.3,0.5,-0.137,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-b,3.20E+03,-25.908,31.053,10.4,0.5,-0.258,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-c,3.20E+03,-25.908,31.053,10.2,0.5,-0.057,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-d,3.20E+03,-25.908,31.053,12.2,0.5,-0.177,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-e,3.20E+03,-25.908,31.053,10.5,0.5,-0.159,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-f,3.20E+03,-25.908,31.053,10.4,0.5,-0.109,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-g,3.20E+03,-25.908,31.053,11,0.5,-0.264,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-h,3.20E+03,-25.908,31.053,10.6,0.5,-0.15,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-i,3.20E+03,-25.908,31.053,9.9,0.5,-0.093,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-j,3.20E+03,-25.908,31.053,10.8,0.5,-0.063,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-3-k,3.20E+03,-25.908,31.053,10.3,0.5,-0.187,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-483-8,3.20E+03,-25.914,31.055,9.6,0.5,-0.07,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-483-28,3.20E+03,-25.914,31.055,12.3,0.5,-0.029,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-483-4,3.20E+03,-25.914,31.055,9.1,0.5,-0.135,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-483-3,3.20E+03,-25.914,31.055,10.3,0.5,-0.167,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-483-38,3.20E+03,-25.914,31.055,11.1,0.5,-0.255,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-1,3.20E+03,-25.909,31.056,12.6,0.5,-0.141,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-2,3.20E+03,-25.909,31.056,12.1,0.5,-0.275,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-3,3.20E+03,-25.909,31.056,11.3,0.5,-0.158,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-4,3.20E+03,-25.909,31.056,12.9,0.5,-0.105,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-5,3.20E+03,-25.909,31.056,12.2,0.5,-0.137,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-6,3.20E+03,-25.909,31.056,11.7,0.5,-0.142,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
S8-4-7,3.20E+03,-25.909,31.056,12.4,0.5,-0.159,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF105-35,3.20E+03,-25.914,31.055,11.2,0.5,-0.246,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF206-9,3.20E+03,-25.914,31.055,11.6,0.5,-0.161,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-474-23,3.20E+03,-25.914,31.055,10.8,0.5,-0.133,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-474-28,3.20E+03,-25.914,31.055,10.7,0.5,-0.102,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-9-6,3.20E+03,-25.914,31.055,9.3,0.5,-0.197,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
Marfa TX 3A,1.80E-05,30.31,-104.02,5.7,0.7,0.618,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Marfa TX 3B,1.80E-05,30.31,-104.02,7.9,0.7,0.883,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Ozona TX 1,1.80E-05,30.7,-101.2,12.2,0.7,0.449,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Eagle Next NM 1A,1.80E-05,36.55,-105.26,15.7,0.7,0.223,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Eagle Nest NM 1B,1.80E-05,36.55,-105.26,9.7,0.7,0.734,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 5,1.80E-05,31.71,-103.6,10.6,0.7,0.267,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Clayton NM 2A,1.80E-05,36.45,-103.18,5.5,0.7,0.182,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Clayton NM 2B,1.80E-05,36.45,-103.18,9.7,0.7,0.078,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Ozona TX 2,1.80E-05,30.7,-101.2,13.6,0.7,0.057,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 6,1.80E-05,31.71,-103.6,7,0.7,0.046,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Marathon TX 1,1.80E-05,30.21,-103.24,10,0.7,0.015,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Marathon TX 3,1.80E-05,30.21,-103.24,6.1,0.7,0.006,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 2,1.80E-05,31.71,-103.6,7.8,0.7,-0.012,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Marathon TX 2,1.80E-05,30.21,-103.24,10.3,0.7,-0.048,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Garfield NM 1,1.80E-05,32.76,-107.27,2.7,0.7,0.032,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Magdalena NM 1,1.80E-05,34.11,-107.24,6.5,0.7,-0.018,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Marfa TX 2,1.80E-05,30.31,-104.02,6,0.7,-0.013,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Magdalena NM 2,1.80E-05,34.11,-107.24,6.4,0.7,-0.027,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 8,1.80E-05,31.71,-103.6,6,0.7,-0.033,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Sierra Blanca TX 1,1.80E-05,31.18,-105.35,7.9,0.7,-0.063,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Kerrville TX 1,1.80E-05,30.05,-99.13,14.2,0.7,-0.138,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 1,1.80E-05,31.71,-103.6,6,0.7,-0.053,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Socorro NM 1,1.80E-05,34.06,-106.89,3.9,0.7,-0.041,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 7,1.80E-05,31.71,-103.6,8.8,0.7,-0.092,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Kerrville TX 2,1.80E-05,30.05,-99.13,15,0.7,-0.176,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Mentone TX 4,1.80E-05,31.71,-103.6,8.3,0.7,-0.206,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed equal to collection age
Belen NM 1,3.96E+00,34.65,-106.78,5.7,0.7,-0.05,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Pliocene
Belen NM 2,3.96E+00,34.65,-106.78,4.2,0.7,0.006,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Pliocene
Broadwater NE 4A,1.96E+01,41.6,-102.85,-1,0.7,0.381,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Broadwater NE 4B,1.96E+01,41.6,-102.85,33.8,0.7,0.093,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Gordon NE 1A,1.96E+01,42.8,-102.2,36.4,0.7,-0.218,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Gordon NE 1B,1.96E+01,42.8,-102.2,2.6,0.7,2.287,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Gordon NE 1C,1.96E+01,42.8,-102.2,30,0.7,0.152,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Chadron NE 1A,1.96E+01,42.83,-103,3.9,0.7,0.109,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Chadron NE 1B,1.96E+01,42.83,-103,3.6,0.7,0.142,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
Broadwater NE 1B,1.96E+01,41.6,-102.85,1.4,0.7,1.373,0.05,CAS,B,Howell and Bao (2006) GRL,th=0.5305 values calculated using reported TC/EA d18O data; age assumed middle Oligocene-Miocene
27.12.10-03.01.11,1.20E-05,-66.666,140.017,-0.2,0.9,1.039,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
04.01.11-10.01.11,1.20E-05,-66.666,140.017,3.2,0.9,1.144,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
10.01.11-17.01.11,1.20E-05,-66.666,140.017,0.1,0.9,0.922,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
17.01.11-24.01.11,1.20E-05,-66.666,140.017,-2.2,0.9,0.885,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
24.01.11-31.01.11,1.19E-05,-66.666,140.017,-0.1,0.9,1.223,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
31.01.11-07.02.11,1.19E-05,-66.666,140.017,0.5,0.9,1.054,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
07.02.11-14.02.11,1.19E-05,-66.666,140.017,-0.7,0.9,0.927,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
14.02.11-21.02.11,1.19E-05,-66.666,140.017,-1,0.9,1.158,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
21.02.11-28.02.11,1.19E-05,-66.666,140.017,-2.8,0.9,1.012,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
28.02.11-07.03.11,1.18E-05,-66.666,140.017,-5.3,0.9,1.439,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
07.03.11-14.03.11,1.18E-05,-66.666,140.017,-3,0.9,1.757,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
14.03.11-21.03.11,1.18E-05,-66.666,140.017,-0.7,0.9,1.137,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
21.03.11-28.03.11,1.18E-05,-66.666,140.017,0,0.9,1.507,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
28.03.11-04.04.11,1.18E-05,-66.666,140.017,-1.4,0.9,1.718,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
04.04.11-11.04.11,1.18E-05,-66.666,140.017,0.4,0.9,1.624,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
11.04.11-18.04.11,1.17E-05,-66.666,140.017,-0.5,0.9,1.874,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
18.04.11-25.04.11,1.17E-05,-66.666,140.017,2,0.9,1.646,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
25.04.11-02.05.11,1.17E-05,-66.666,140.017,1.4,0.9,1.215,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
02.05.11-09.05.11,1.17E-05,-66.666,140.017,2.9,0.9,1.477,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
09.05.11-16.05.11,1.17E-05,-66.666,140.017,3.6,0.9,1.652,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
16.05.11-23.05.11,1.16E-05,-66.666,140.017,-0.7,0.9,2.331,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
06.06.11-13.06.11,1.16E-05,-66.666,140.017,1.8,0.9,2.147,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
13.06.11-20.06.11,1.16E-05,-66.666,140.017,5.4,0.9,1.363,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
20.06.11-27.06.11,1.15E-05,-66.666,140.017,1.5,0.9,1.565,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
27.06.11-04.07.11,1.15E-05,-66.666,140.017,4.1,0.9,1.559,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
04.07.11-11.07.11,1.15E-05,-66.666,140.017,2,0.9,1.563,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
11.07.11-18.07.11,1.15E-05,-66.666,140.017,0.3,0.9,1.742,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
18.07.11-25.07.11,1.15E-05,-66.666,140.017,8.5,0.9,0.669,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
25.07.11-01.08.11,1.14E-05,-66.666,140.017,5.8,0.9,1.192,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
08.08.11-15.08.11,1.14E-05,-66.666,140.017,1.7,0.9,1.909,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
22.08.11-29.08.11,1.14E-05,-66.666,140.017,4.9,0.9,1.317,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
05.09.11-12.09.11,1.13E-05,-66.666,140.017,5,0.9,1.517,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
12.09.11-19.09.11,1.13E-05,-66.666,140.017,3.5,0.9,1.458,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
19.09.11-26.09.11,1.13E-05,-66.666,140.017,5.7,0.9,1.604,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
26.09.11-03.10.11,1.13E-05,-66.666,140.017,3.4,0.9,1.696,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
03.10.11-10.10.11,1.13E-05,-66.666,140.017,2.1,0.9,1.585,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
17.10.11-24.10.11,1.12E-05,-66.666,140.017,0.2,0.9,1.853,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
24.10.11-31.10.11,1.12E-05,-66.666,140.017,0.2,0.9,1.596,0.2,dust,TT,Ishino et al. (2017) Atmos. Chem. Phys.,th=0.5305 values calculated using reported TC/EA d18O data; d18O values likely impacted by exchange with quartz reactor!!
