sample_ID,experiment_type,exp_nr,wavelength,T_C,compound,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
Cea_107.61nm_25C_14,CO_decomposition_photo,1,107.61,25,CO2,1155.3,,2136.9,,Chakraborty et al. (2008) Science,
Cea_107.61nm_25C_15,CO_decomposition_photo,1,107.61,25,CO2,3792.6,,8086,,Chakraborty et al. (2008) Science,
Cea_105.17nm_25C_8,CO_decomposition_photo,2,105.17,25,CO2,1081.2,,1823,,Chakraborty et al. (2008) Science,
Cea_105.17nm_25C_2,CO_decomposition_photo,2,105.17,25,CO2,470.1,,767.9,,Chakraborty et al. (2008) Science,
Cea_105.17nm_25C_3,CO_decomposition_photo,2,105.17,25,CO2,810.5,,1367.9,,Chakraborty et al. (2008) Science,
Cea_105.17nm_25C_6,CO_decomposition_photo,2,105.17,25,CO2,1079.3,,1809.7,,Chakraborty et al. (2008) Science,
Cea_105.17nm_25C_7,CO_decomposition_photo,2,105.17,25,CO2,1407,,2445.9,,Chakraborty et al. (2008) Science,
Cea_105.17nm_-66C_4,CO_decomposition_photo,2,105.17,-66,CO2,2170.9,,3108.1,,Chakraborty et al. (2008) Science,
Cea_105.17nm_-66C_9,CO_decomposition_photo,2,105.17,-66,CO2,3676.4,,5613.9,,Chakraborty et al. (2008) Science,
Cea_105.17nm_-66C_11,CO_decomposition_photo,2,105.17,-66,CO2,4081.9,,6257.6,,Chakraborty et al. (2008) Science,
Cea_97.03nm_25C_12,CO_decomposition_photo,3,97.03,25,CO2,978.7,,1161.2,,Chakraborty et al. (2008) Science,
Cea_94.12nm_25C_1,CO_decomposition_photo,4,94.12,25,CO2,258.8,,159.7,,Chakraborty et al. (2008) Science,
Cea_94.12nm_25C_10,CO_decomposition_photo,4,94.12,25,CO2,11.3,,7.6,,Chakraborty et al. (2008) Science,
Cea_94.12nm_-66C_13,CO_decomposition_photo,4,94.12,-66,CO2,718.6,,446.1,,Chakraborty et al. (2008) Science,
Cea_107.61nm_25C_1,CO_decomposition_photo,5,107.61,25,CO2,159.8608024,,200.5742692,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_2,CO_decomposition_photo,5,107.61,25,CO2,685.5636192,,966.1946009,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_3,CO_decomposition_photo,5,107.61,25,CO2,1155.235504,,2136.79005,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_4,CO_decomposition_photo,5,107.61,25,CO2,3792.729106,,8085.684109,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_1,CO_decomposition_photo,5,107.61,25,O,268.7091928,,375.6137567,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_2,CO_decomposition_photo,5,107.61,25,O,1318.684502,,1906.937147,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_3,CO_decomposition_photo,5,107.61,25,O,2141.812931,,4248.27788,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_25C_4,CO_decomposition_photo,5,107.61,25,O,7147.409305,,16146.60166,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_-78C_1,CO_decomposition_photo,6,107.61,-78,CO2,160.5569277,,206.9542047,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_-78C_2,CO_decomposition_photo,6,107.61,-78,CO2,2668.196044,,4679.709006,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_-78C_3,CO_decomposition_photo,6,107.61,-78,CO2,1564.850007,,3043.456923,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_-78C_1,CO_decomposition_photo,6,107.61,-78,O,249.5706346,,358.6614675,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_-78C_2,CO_decomposition_photo,6,107.61,-78,O,5285.214686,,9334.625951,,Chakraborty et al. (2012) JCP,
Cea_107.61nm_-78C_3,CO_decomposition_photo,6,107.61,-78,O,3078.380609,,6061.800166,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_1,CO_decomposition_photo,7,105.17,25,CO2,293.9505752,,446.721555,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_2,CO_decomposition_photo,7,105.17,25,CO2,107.1620172,,134.9629418,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_3,CO_decomposition_photo,7,105.17,25,CO2,1081.315197,,1822.999579,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_4,CO_decomposition_photo,7,105.17,25,CO2,430.8948245,,767.9134334,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_5,CO_decomposition_photo,7,105.17,25,CO2,810.4944776,,1367.891745,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_6,CO_decomposition_photo,7,105.17,25,CO2,1079.46365,,1809.762612,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_7,CO_decomposition_photo,7,105.17,25,CO2,1407.045351,,2445.95128,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_1,CO_decomposition_photo,7,105.17,25,O,810.4944776,,1177.549147,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_2,CO_decomposition_photo,7,105.17,25,O,163.3456094,,244.4578833,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_3,CO_decomposition_photo,7,105.17,25,O,2001.16336,,3620.486488,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_4,CO_decomposition_photo,7,105.17,25,O,841.3518446,,1510.294307,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_5,CO_decomposition_photo,7,105.17,25,O,1487.30551,,2710.252746,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_6,CO_decomposition_photo,7,105.17,25,O,1997.564123,,3593.765233,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_25C_7,CO_decomposition_photo,7,105.17,25,O,2619.732036,,4866.158557,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_1,CO_decomposition_photo,8,105.17,-78,CO2,707.277506,,907.8939696,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_2,CO_decomposition_photo,8,105.17,-78,CO2,2170.850981,,3108.261721,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_3,CO_decomposition_photo,8,105.17,-78,CO2,3676.266336,,5614.075304,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_4,CO_decomposition_photo,8,105.17,-78,CO2,4081.975175,,6257.242966,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_1,CO_decomposition_photo,8,105.17,-78,O,1363.633373,,1563.567902,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_2,CO_decomposition_photo,8,105.17,-78,O,4115.115603,,6190.782518,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_3,CO_decomposition_photo,8,105.17,-78,O,6927.200921,,11202.00155,,Chakraborty et al. (2012) JCP,
Cea_105.17nm_-78_4,CO_decomposition_photo,8,105.17,-78,O,7696.320455,,12489.34345,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_1,CO_decomposition_photo,9,97.03,25,CO2,511.7984975,,700.2919983,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_2,CO_decomposition_photo,9,97.03,25,CO2,680.8506423,,686.4066118,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_3,CO_decomposition_photo,9,97.03,25,CO2,1048.688844,,1237.591356,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_4,CO_decomposition_photo,9,97.03,25,CO2,1978.738831,,2507.838374,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_1,CO_decomposition_photo,9,97.03,25,O,1343.627634,,1375.243598,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_2,CO_decomposition_photo,9,97.03,25,O,1310.814362,,1347.38044,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_3,CO_decomposition_photo,9,97.03,25,O,1806.673572,,2296.957258,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_25C_4,CO_decomposition_photo,9,97.03,25,O,3906.201416,,4990.650477,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_-78C_1,CO_decomposition_photo,10,97.03,-78,CO2,379.195006,,389.1610448,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_-78C_2,CO_decomposition_photo,10,97.03,-78,CO2,870.4891983,,756.1080057,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_-78C_3,CO_decomposition_photo,10,97.03,-78,CO2,405.7908121,,354.4561386,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_-78C_1,CO_decomposition_photo,10,97.03,-78,O,659.4728638,,647.0733735,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_-78C_2,CO_decomposition_photo,10,97.03,-78,O,1689.889191,,1486.55943,,Chakraborty et al. (2012) JCP,
Cea_97.03nm_-78C_3,CO_decomposition_photo,10,97.03,-78,O,811.5811002,,683.3738102,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_1,CO_decomposition_photo,11,94.12,25,CO2,798.7644274,,482.0110752,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_2,CO_decomposition_photo,11,94.12,25,CO2,860.6018302,,574.9129486,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_3,CO_decomposition_photo,11,94.12,25,CO2,258.7258762,,159.6288535,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_4,CO_decomposition_photo,11,94.12,25,CO2,11.36408616,,7.628953302,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_1,CO_decomposition_photo,11,94.12,25,O,1546.704066,,938.6657912,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_2,CO_decomposition_photo,11,94.12,25,O,1670.324498,,1124.210067,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_3,CO_decomposition_photo,11,94.12,25,O,440.2259342,,293.8211866,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_25C_4,CO_decomposition_photo,11,94.12,25,O,-29.45741705,,-10.34610699,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_-78C_1,CO_decomposition_photo,12,94.12,-78,CO2,234.4184889,,161.6018991,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_-78C_2,CO_decomposition_photo,12,94.12,-78,CO2,935.1793316,,658.9750966,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_-78C_3,CO_decomposition_photo,12,94.12,-78,CO2,938.8596675,,583.4404821,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_-78C_1,CO_decomposition_photo,12,94.12,-78,O,417.9327485,,297.5787139,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_-78C_2,CO_decomposition_photo,12,94.12,-78,O,1819.332064,,1292.401596,,Chakraborty et al. (2012) JCP,
Cea_94.12nm_-78C_3,CO_decomposition_photo,12,94.12,-78,O,1607.260361,,1060.399714,,Chakraborty et al. (2012) JCP,
Cea_92.6nm_25C_1,CO_decomposition_photo,13,92.6,-78,CO2,1240.950262,,720.6463412,,Chakraborty et al. (2012) JCP,
Cea_92.6nm_25C_2,CO_decomposition_photo,13,92.6,25,CO2,499.7523583,,288.3985332,,Chakraborty et al. (2012) JCP,
Cea_92.6nm_25C_3,CO_decomposition_photo,13,92.6,25,CO2,1026.479397,,628.2405261,,Chakraborty et al. (2012) JCP,
Cea_92.6nm_25C_1,CO_decomposition_photo,13,92.6,25,O,2431.165502,,1415.726331,,Chakraborty et al. (2012) JCP,
Cea_92.6nm_25C_2,CO_decomposition_photo,13,92.6,25,O,948.578242,,551.1552874,,Chakraborty et al. (2012) JCP,
Cea_92.6nm_25C_3,CO_decomposition_photo,13,92.6,25,O,2002.063844,,1201.634414,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_1,CO_decomposition_photo,14,91.37,25,CO2,714.4631508,,564.8656912,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_2,CO_decomposition_photo,14,91.37,25,CO2,946.6306378,,598.7147097,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_3,CO_decomposition_photo,14,91.37,25,CO2,525.0085247,,409.4506239,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_4,CO_decomposition_photo,14,91.37,25,CO2,317.5843208,,212.5189833,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_5,CO_decomposition_photo,14,91.37,25,CO2,1284.163787,,791.762908,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_1,CO_decomposition_photo,14,91.37,25,O,1378.095602,,1104.125623,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_2,CO_decomposition_photo,14,91.37,25,O,1842.261392,,1171.894873,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_3,CO_decomposition_photo,14,91.37,25,O,998.9059382,,719.9582203,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_4,CO_decomposition_photo,14,91.37,25,O,549.7598757,,375.2011344,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_25C_5,CO_decomposition_photo,14,91.37,25,O,2517.322336,,1558.190058,,Chakraborty et al. (2012) JCP,
Cea_91.37nm_-193C_1,CO_decomposition_photo,15,91.37,-193,CO2,913.6262456,,904.0819949,,Chakraborty et al. (2018) Chem. Phys.,
Cea_91.37nm_-193C_1,CO_decomposition_photo,15,91.37,-193,O,2247.871959,,2370.294064,,Chakraborty et al. (2018) Chem. Phys.,
Cea_92.6nm_-193C_1,CO_decomposition_photo,16,92.6,-193,CO2,6206.619654,,5031.525718,,Chakraborty et al. (2018) Chem. Phys.,
Cea_92.6nm_-193C_1,CO_decomposition_photo,16,92.6,-193,O,45062.53823,,32784.42846,,Chakraborty et al. (2018) Chem. Phys.,
Cea_94.12nm_-193C_1,CO_decomposition_photo,17,94.12,-193,CO2,10200.96572,,7688.497288,,Chakraborty et al. (2018) Chem. Phys.,
Cea_94.12nm_-193C_1,CO_decomposition_photo,17,94.12,-193,O,110163.2676,,69175.55282,,Chakraborty et al. (2018) Chem. Phys.,
Cea_97.03nm_-193C_1,CO_decomposition_photo,18,97.03,-193,CO2,1159.766254,,944.4905213,,Chakraborty et al. (2018) Chem. Phys.,
Cea_97.03nm_-193C_1,CO_decomposition_photo,18,97.03,-193,O,3132.985388,,2514.861071,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_1,CO_decomposition_photo,19,105.17,-193,CO2,1332.638429,,1630.042485,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_2,CO_decomposition_photo,19,105.17,-193,CO2,1696.622327,,2257.630205,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_3,CO_decomposition_photo,19,105.17,-193,CO2,1611.696473,,2346.784386,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_4,CO_decomposition_photo,19,105.17,-193,CO2,1846.243344,,2183.559785,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_5,CO_decomposition_photo,19,105.17,-193,CO2,2838.186541,,2383.802239,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_1,CO_decomposition_photo,19,105.17,-193,O,3825.913291,,5417.316245,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_2,CO_decomposition_photo,19,105.17,-193,O,5443.036917,,8855.207543,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_3,CO_decomposition_photo,19,105.17,-193,O,5043.600841,,9412.427035,,Chakraborty et al. (2018) Chem. Phys.,
Cea_105.17nm_-193C_4,CO_decomposition_photo,19,105.17,-193,O,6177.850751,,8412.136749,,Chakraborty et al. (2018) Chem. Phys.,Removed low-pressure outlier point following Thiemens (2021) Fig. 17
Cea_107.61nm_-193C_1,CO_decomposition_photo,20,107.61,-193,CO2,2117.402116,,1869.104614,,Chakraborty et al. (2018) Chem. Phys.,
Cea_107.61nm_-193C_2,CO_decomposition_photo,20,107.61,-193,CO2,4002.811228,,3749.313114,,Chakraborty et al. (2018) Chem. Phys.,
Cea_107.61nm_-193C_3,CO_decomposition_photo,20,107.61,-193,CO2,3254.596807,,3075.526741,,Chakraborty et al. (2018) Chem. Phys.,
Cea_107.61nm_-193C_1,CO_decomposition_photo,20,107.61,-193,O,7610.651643,,6629.32977,,Chakraborty et al. (2018) Chem. Phys.,
Cea_107.61nm_-193C_2,CO_decomposition_photo,20,107.61,-193,O,21175.76443,,19947.09556,,Chakraborty et al. (2018) Chem. Phys.,
Cea_107.61nm_-193C_3,CO_decomposition_photo,20,107.61,-193,O,15054.67364,,14440.59376,,Chakraborty et al. (2018) Chem. Phys.,
MB_15C,CO2_decomposition_photo,21,184.9,15,O2,-30.8,,42.9,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_18C,CO2_decomposition_photo,21,184.9,18,O2,-26.8,,50.9,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_29C,CO2_decomposition_photo,21,184.9,29,O2,-17.7,,52.6,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_39C,CO2_decomposition_photo,21,184.9,39,O2,-4.3,,62.6,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_42C,CO2_decomposition_photo,21,184.9,42,O2,-2,,66.5,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_44C,CO2_decomposition_photo,21,184.9,44,O2,-0.5,,63.9,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_52C,CO2_decomposition_photo,21,184.9,52,O2,13.3,,74.7,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_53C,CO2_decomposition_photo,21,184.9,53,O2,6.5,,70.2,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_69C,CO2_decomposition_photo,21,184.9,69,O2,19.5,,87.5,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
MB_72C,CO2_decomposition_photo,21,184.9,72,O2,34.7,,98.8,,Mahata and Bhattacharya (2009) Chem. Phys. Lett.,
SM-1,CO2_decomposition_photo,22,184.9,25,O2,-16.1,,78,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-2,CO2_decomposition_photo,22,184.9,25,O2,-17.4,,73.3,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-3,CO2_decomposition_photo,22,184.9,25,O2,-15.4,,71.8,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-4,CO2_decomposition_photo,22,184.9,25,O2,-15.5,,75,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-5,CO2_decomposition_photo,22,184.9,25,O2,-15.7,,77.8,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-6,CO2_decomposition_photo,22,184.9,25,O2,-12.1,,78.2,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-7,CO2_decomposition_photo,22,184.9,25,O2,-12.2,,75.1,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-8,CO2_decomposition_photo,22,184.9,25,O2,-17.6,,73.5,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-9,CO2_decomposition_photo,22,184.9,25,O2,-12.7,,74.1,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-10,CO2_decomposition_photo,22,184.9,25,O2,-14.1,,73.8,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-11,CO2_decomposition_photo,22,184.9,25,O2,-15,,71.8,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-12,CO2_decomposition_photo,22,184.9,25,O2,-16.1,,71.6,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
SM-13,CO2_decomposition_photo,22,184.9,25,O2,-12.8,,76.5,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-1,CO2_decomposition_photo,23,"116.5, 123",25,O2,-41.6,,-1.6,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-2,CO2_decomposition_photo,23,"116.5, 123",25,O2,-36.2,,4.4,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-3,CO2_decomposition_photo,23,"116.5, 123",25,O2,-34,,4.1,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-4,CO2_decomposition_photo,23,"116.5, 123",25,O2,-38,,1.6,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-5,CO2_decomposition_photo,23,"116.5, 123",25,O2,-38.5,,2.9,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-6,CO2_decomposition_photo,23,"116.5, 123",25,O2,-37.8,,4.5,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-7,CO2_decomposition_photo,23,"116.5, 123",25,O2,-42.6,,-0.5,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-8,CO2_decomposition_photo,23,"116.5, 123",25,O2,-36.3,,5.7,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
Kr-9,CO2_decomposition_photo,23,"116.5, 123",25,O2,-37.2,,6,,Mahata and Bhattacharya (2009) J. Chem. Phys.,
WT_photo_532um_1,ozone_decomposition_photo,24,532,25,O2,-14.9,,-8.3,,Wen and Thiemens (1991) JGR,
WT_photo_532um_2,ozone_decomposition_photo,24,532,25,O2,-16.1,,-8.3,,Wen and Thiemens (1991) JGR,
WT_photo_532um_3,ozone_decomposition_photo,24,532,25,O2,-15.3,,-7.8,,Wen and Thiemens (1991) JGR,
WT_photo_532um_4,ozone_decomposition_photo,24,532,25,O2,-14.9,,-8.1,,Wen and Thiemens (1991) JGR,
WT_photo_532um_5,ozone_decomposition_photo,24,532,25,O2,-14.6,,-7.7,,Wen and Thiemens (1991) JGR,
WT_photo_532um_6,ozone_decomposition_photo,24,532,25,O2,-12.7,,-7.4,,Wen and Thiemens (1991) JGR,
WT_photo_532um_1,ozone_decomposition_photo,24,532,25,O3,1.4,,0.8,,Wen and Thiemens (1991) JGR,
WT_photo_532um_2,ozone_decomposition_photo,24,532,25,O3,2.3,,1.2,,Wen and Thiemens (1991) JGR,
WT_photo_532um_3,ozone_decomposition_photo,24,532,25,O3,4.4,,2.2,,Wen and Thiemens (1991) JGR,
WT_photo_532um_4,ozone_decomposition_photo,24,532,25,O3,8.8,,4.8,,Wen and Thiemens (1991) JGR,
WT_photo_532um_5,ozone_decomposition_photo,24,532,25,O3,9.4,,5,,Wen and Thiemens (1991) JGR,
WT_photo_532um_6,ozone_decomposition_photo,24,532,25,O3,14.3,,8,,Wen and Thiemens (1991) JGR,
WT_photo_254um_1,ozone_decomposition_photo,25,254,25,O2,-16.8,,-10.7,,Wen and Thiemens (1991) JGR,
WT_photo_254um_2,ozone_decomposition_photo,25,254,25,O2,-16.1,,-10.6,,Wen and Thiemens (1991) JGR,
WT_photo_254um_3,ozone_decomposition_photo,25,254,25,O2,-13.8,,-9.2,,Wen and Thiemens (1991) JGR,
WT_photo_254um_4,ozone_decomposition_photo,25,254,25,O2,-6.5,,-4.3,,Wen and Thiemens (1991) JGR,
WT_photo_254um_5,ozone_decomposition_photo,25,254,25,O2,-5.3,,-3.8,,Wen and Thiemens (1991) JGR,
WT_photo_254um_6,ozone_decomposition_photo,25,254,25,O2,-1.8,,-1.2,,Wen and Thiemens (1991) JGR,
WT_photo_254um_1,ozone_decomposition_photo,25,254,25,O3,1.7,,1,,Wen and Thiemens (1991) JGR,
WT_photo_254um_2,ozone_decomposition_photo,25,254,25,O3,3.3,,2.2,,Wen and Thiemens (1991) JGR,
WT_photo_254um_3,ozone_decomposition_photo,25,254,25,O3,7.4,,5,,Wen and Thiemens (1991) JGR,
WT_photo_254um_4,ozone_decomposition_photo,25,254,25,O3,12,,7.8,,Wen and Thiemens (1991) JGR,
WT_photo_254um_5,ozone_decomposition_photo,25,254,25,O3,34.3,,24.8,,Wen and Thiemens (1991) JGR,
WT_photo_254um_6,ozone_decomposition_photo,25,254,25,O3,48.3,,33.1,,Wen and Thiemens (1991) JGR,
Photo-1a,ozone_decomposition_photo,26,180-260,25,O2,6.57,,16.34,,Bhattacharya and Thiemens (1988) GRL,
Photo-1b,ozone_decomposition_photo,26,180-260,25,O2,-13.51,,-1.08,,Bhattacharya and Thiemens (1988) GRL,
Photo-1a,ozone_decomposition_photo,26,180-260,25,O3,22.34,,25.86,,Bhattacharya and Thiemens (1988) GRL,
Photo-1b,ozone_decomposition_photo,26,180-260,25,O3,5.55,,10.7,,Bhattacharya and Thiemens (1988) GRL,
Photo-2a,ozone_decomposition_photo,27,180-260,25,O2,4.7,,14.82,,Bhattacharya and Thiemens (1988) GRL,
Photo-2b,ozone_decomposition_photo,27,180-260,25,O2,1.3,,14.05,,Bhattacharya and Thiemens (1988) GRL,
Photo-2c,ozone_decomposition_photo,27,180-260,25,O2,5.5,,16.09,,Bhattacharya and Thiemens (1988) GRL,
Photo-2d,ozone_decomposition_photo,27,180-260,25,O2,9.52,,18.28,,Bhattacharya and Thiemens (1988) GRL,
Photo-2e,ozone_decomposition_photo,27,180-260,25,O2,10.33,,19,,Bhattacharya and Thiemens (1988) GRL,
Photo-2e,ozone_decomposition_photo,27,180-260,25,O3,33.13,,31.89,,Bhattacharya and Thiemens (1988) GRL,
Photo-3a,ozone_decomposition_photo,28,180-260,25,O2,18.53,,23.82,,Bhattacharya and Thiemens (1988) GRL,
Photo-3b,ozone_decomposition_photo,28,180-260,25,O2,2.58,,14.31,,Bhattacharya and Thiemens (1988) GRL,
Photo-3d,ozone_decomposition_photo,28,180-260,25,O2,0.46,,12.1,,Bhattacharya and Thiemens (1988) GRL,
Photo-3a,ozone_decomposition_photo,28,180-260,25,O3,90.34,,65.24,,Bhattacharya and Thiemens (1988) GRL,
Photo-3b,ozone_decomposition_photo,28,180-260,25,O3,24.35,,26.72,,Bhattacharya and Thiemens (1988) GRL,
Photo-3d,ozone_decomposition_photo,28,180-260,25,O3,20.85,,23.75,,Bhattacharya and Thiemens (1988) GRL,
Evap-1a,ozone_decomposition_photo,29,180-260,25,O2,-2.84,,14.95,,Bhattacharya and Thiemens (1988) GRL,
Evap-1b,ozone_decomposition_photo,29,180-260,25,O2,-14.42,,3.58,,Bhattacharya and Thiemens (1988) GRL,
Evap-1c,ozone_decomposition_photo,29,180-260,25,O2,-17.64,,2.58,,Bhattacharya and Thiemens (1988) GRL,
Evap-1d,ozone_decomposition_photo,29,180-260,25,O2,-12.73,,6.78,,Bhattacharya and Thiemens (1988) GRL,
Evap-1e,ozone_decomposition_photo,29,180-260,25,O2,-8.94,,8.73,,Bhattacharya and Thiemens (1988) GRL,
Evap-1a,ozone_decomposition_photo,29,180-260,25,O3,34.78,,33.82,,Bhattacharya and Thiemens (1988) GRL,
Evap-1b,ozone_decomposition_photo,29,180-260,25,O3,25.81,,23.89,,Bhattacharya and Thiemens (1988) GRL,
Evap-1c,ozone_decomposition_photo,29,180-260,25,O3,15.27,,19.28,,Bhattacharya and Thiemens (1988) GRL,
Evap-1d,ozone_decomposition_photo,29,180-260,25,O3,24.89,,25.86,,Bhattacharya and Thiemens (1988) GRL,
Evap-1e,ozone_decomposition_photo,29,180-260,25,O3,24.89,,25.86,,Bhattacharya and Thiemens (1988) GRL,
UV_diss_Hg_1,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-16.9,0.1,-10.4,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_2,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-15.4,0.1,-10.8,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_3,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-12.6,0.1,-8.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_4,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-9.2,0.1,-5.8,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
