sample_ID,experiment_type,exp_nr,wavelength,T_C,compound,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
Fea_O3+Ar,ozone_decomposition_photo,80,605,25,O3,16.97637795,0.03,12.60536851,0.08,Früchtl et al. (2015) JGR,
Fea_O3+Ar,ozone_decomposition_photo,80,605,25,O3,25.83937008,0.03,20.02194679,0.08,Früchtl et al. (2015) JGR,
Fea_O3+CO,ozone_decomposition_photo,81,605,25,O3,4.497637795,0.03,2.676296701,0.08,Früchtl et al. (2015) JGR,
Fea_O3+CO,ozone_decomposition_photo,81,605,25,O3,8.28976378,0.03,5.477460815,0.08,Früchtl et al. (2015) JGR,
Fea_O3+CO,ozone_decomposition_photo,81,605,25,O3,13.4488189,0.03,8.648092065,0.08,Früchtl et al. (2015) JGR,
Fea_O3_660nm,ozone_decomposition_photo,82,660,25,O3,6.138933764,0.03,3.16039604,0.08,Früchtl et al. (2015) GRL,
Fea_O3_660nm,ozone_decomposition_photo,82,660,25,O3,12.14862682,0.03,6.297029703,0.08,Früchtl et al. (2015) GRL,
Fea_O3_660nm,ozone_decomposition_photo,82,660,25,O3,19.22455574,0.03,10.21782178,0.08,Früchtl et al. (2015) GRL,
Fea_O3_617nm,ozone_decomposition_photo,83,617,25,O3,11.0177706,0.03,5.821782178,0.08,Früchtl et al. (2015) GRL,
Fea_O3_617nm,ozone_decomposition_photo,83,617,25,O3,15.99353796,0.03,8.483168317,0.08,Früchtl et al. (2015) GRL,
Fea_O3_530nm,ozone_decomposition_photo,84,530,25,O3,1.518578352,0.03,0.712871287,0.08,Früchtl et al. (2015) GRL,
Fea_O3_530nm,ozone_decomposition_photo,84,530,25,O3,2.68174475,0.03,1.401980198,0.08,Früchtl et al. (2015) GRL,
Fea_O3_530nm,ozone_decomposition_photo,84,530,25,O3,3.974151858,0.03,2.043564356,0.08,Früchtl et al. (2015) GRL,
Fea_O3_550nm,ozone_decomposition_photo,85,550,25,O3,4.36187399,0.03,2.186138614,0.08,Früchtl et al. (2015) GRL,
Fea_O3_550nm,ozone_decomposition_photo,85,550,25,O3,8.109854604,0.03,4.277227723,0.08,Früchtl et al. (2015) GRL,
Fea_O3_550nm,ozone_decomposition_photo,85,550,25,O3,13.1825525,0.03,7.00990099,0.08,Früchtl et al. (2015) GRL,
Fea_O3_620nm,ozone_decomposition_photo,86,620,25,O3,3.134087237,0.03,1.544554455,0.08,Früchtl et al. (2015) GRL,
Fea_O3_620nm,ozone_decomposition_photo,86,620,25,O3,5.525040388,0.03,2.899009901,0.08,Früchtl et al. (2015) GRL,
Fea_O3_620nm,ozone_decomposition_photo,86,620,25,O3,7.625201939,0.03,4.03960396,0.08,Früchtl et al. (2015) GRL,
Fea_O3_455nm,ozone_decomposition_photo,87,455,25,O3,5.751211632,0.03,3.065346535,0.08,Früchtl et al. (2015) GRL,
Fea_O3_455nm,ozone_decomposition_photo,87,455,25,O3,11.3085622,0.03,6.011881188,0.08,Früchtl et al. (2015) GRL,
Fea_O3_455nm,ozone_decomposition_photo,87,455,25,O3,16.70436187,0.03,8.792079208,0.08,Früchtl et al. (2015) GRL,
A1,CO2_formation_recombination,88,,25,CO2,26,0.02,27.1,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A2,CO2_formation_recombination,88,,25,CO2,22.3,0.02,23.9,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A3,CO2_formation_recombination,88,,25,CO2,13.2,0.02,18.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A4,CO2_formation_recombination,88,,25,CO2,18.4,0.02,24.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A5,CO2_formation_recombination,88,,25,CO2,22.7,0.02,26.4,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A6,CO2_formation_recombination,88,,25,CO2,28.7,0.02,37.1,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A7,CO2_formation_recombination,88,,25,CO2,14.8,0.02,17.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A8,CO2_formation_recombination,88,,25,CO2,15.4,0.02,18.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A9,CO2_formation_recombination,88,,25,CO2,16.9,0.02,22.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A10,CO2_formation_recombination,88,,25,CO2,31.9,0.02,35.5,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A11,CO2_formation_recombination,88,,25,CO2,35.8,0.02,37.5,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A12,CO2_formation_recombination,88,,25,CO2,13.9,0.02,17.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A13,CO2_formation_recombination,88,,25,CO2,16.2,0.02,19.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A14,CO2_formation_recombination,88,,25,CO2,16.2,0.02,17.9,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A15,CO2_formation_recombination,88,,25,CO2,28.7,0.02,31.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
A16,CO2_formation_recombination,88,,25,CO2,21.1,0.02,25,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC1,CO2_formation_recombination,89,,25,CO2,40.1,0.02,37.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC2,CO2_formation_recombination,89,,25,CO2,46,0.02,32.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC3,CO2_formation_recombination,89,,25,CO2,56.4,0.02,47.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC4,CO2_formation_recombination,89,,25,CO2,26.8,0.02,14.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC6,CO2_formation_recombination,89,,25,CO2,67,0.02,54.7,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC7,CO2_formation_recombination,89,,25,CO2,67.5,0.02,54.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC8,CO2_formation_recombination,89,,25,CO2,97.5,0.02,88.5,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC9,CO2_formation_recombination,89,,25,CO2,46.4,0.02,38.9,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC10,CO2_formation_recombination,89,,25,CO2,50.9,0.02,42.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC11,CO2_formation_recombination,89,,25,CO2,67.5,0.02,56.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC12,CO2_formation_recombination,89,,25,CO2,88,0.02,71.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC13,CO2_formation_recombination,89,,25,CO2,64,0.02,54.9,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC14,CO2_formation_recombination,89,,25,CO2,83.3,0.02,69.7,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC15,CO2_formation_recombination,89,,25,CO2,29.7,0.02,21.1,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC16,CO2_formation_recombination,89,,25,CO2,31.8,0.02,18.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AC17,CO2_formation_recombination,89,,25,CO2,113.5,0.02,90.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AS1,CO2_formation_recombination,90,,25,CO2,84.7,0.02,70.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AS2,CO2_formation_recombination,90,,25,CO2,74.9,0.02,64.9,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AS3,CO2_formation_recombination,90,,25,CO2,71.9,0.02,63.4,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AS4,CO2_formation_recombination,90,,25,CO2,70.2,0.02,54.6,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AS5,CO2_formation_recombination,90,,25,CO2,71.8,0.02,67.5,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AB1,CO2_formation_recombination,91,,25,CO2,53.6,0.02,48.2,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AB2,CO2_formation_recombination,91,,25,CO2,51.3,0.02,48.4,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AB3,CO2_formation_recombination,91,,25,CO2,59.5,0.02,57,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
AB4,CO2_formation_recombination,91,,25,CO2,57.1,0.02,53.8,0.02,Panday and Bhattacharya (2006) J. Chem. Phys.,
BT_1,CO2_formation_recombination,92,120-160,25,CO2,43.2,0.05,41.7,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_2,CO2_formation_recombination,92,120-160,25,CO2,69.2,0.05,55.4,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_3,CO2_formation_recombination,92,120-160,25,CO2,64.1,0.05,49.2,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_4,CO2_formation_recombination,92,120-160,25,CO2,68.4,0.05,52.5,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_5,CO2_formation_recombination,92,120-160,25,CO2,60.4,0.05,45.6,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_6,CO2_formation_recombination,92,120-160,25,CO2,44.2,0.05,34.8,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_7,CO2_formation_recombination,92,120-160,25,CO2,41.1,0.05,30.5,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_8,CO2_formation_recombination,92,120-160,25,CO2,47.3,0.05,40.2,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_9,CO2_formation_recombination,93,180-260,25,CO2,91.6,0.05,75.5,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
BT_10,CO2_formation_recombination,93,180-260,25,CO2,82.6,0.05,71.3,0.05,Bhattacharya and Thiemens (1989) Z. Naturforsch.,Relative to predicted bulk CO+O
