sample_ID,lat_N_dd,long_E_dd,species,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
CT97_68,32.875,-117.241,N2O_trop,42.4373946,0.1,22.4683032,0.1,Cliff and Thiemens (1997) Science,
CT97_69,32.875,-117.241,N2O_trop,42.16507503,0.1,22.70359732,0.1,Cliff and Thiemens (1997) Science,
CT97_70,32.875,-117.241,N2O_trop,42.38823593,0.1,22.62516595,0.1,Cliff and Thiemens (1997) Science,
CT97_71,32.875,-117.241,N2O_trop,42.11509779,0.1,22.59664545,0.1,Cliff and Thiemens (1997) Science,
CT97_72,32.875,-117.241,N2O_trop,42.40084639,0.1,22.68933707,0.1,Cliff and Thiemens (1997) Science,
CT97_73,32.875,-117.241,N2O_trop,42.31418819,0.1,22.76063832,0.1,Cliff and Thiemens (1997) Science,
CT97_74,32.875,-117.241,N2O_trop,42.53703935,0.1,22.5823852,0.1,Cliff and Thiemens (1997) Science,
CT97_75,32.875,-117.241,N2O_trop,42.90946827,0.1,22.6109057,0.1,Cliff and Thiemens (1997) Science,
CT97_76,32.875,-117.241,N2O_trop,42.81068634,0.1,22.77489857,0.1,Cliff and Thiemens (1997) Science,
CT97_77,32.875,-117.241,N2O_trop,42.61248088,0.1,22.89611069,0.1,Cliff and Thiemens (1997) Science,
CT97_78,32.875,-117.241,N2O_trop,42.98519741,0.1,23.01732281,0.1,Cliff and Thiemens (1997) Science,
CT97_79,32.875,-117.241,N2O_trop,43.08504128,0.1,23.19557593,0.1,Cliff and Thiemens (1997) Science,
CT97_80,32.875,-117.241,N2O_trop,43.02309516,0.1,23.23122656,0.1,Cliff and Thiemens (1997) Science,
CT97_81,32.875,-117.241,N2O_trop,43.1963673,0.1,23.07436381,0.1,Cliff and Thiemens (1997) Science,
CT97_82,32.875,-117.241,N2O_trop,43.5938844,0.1,23.18844581,0.1,Cliff and Thiemens (1997) Science,
CT97_83,32.875,-117.241,N2O_trop,43.2084468,0.1,22.96741194,0.1,Cliff and Thiemens (1997) Science,
CT97_84,32.875,-117.241,N2O_trop,42.97247633,0.1,22.91750107,0.1,Cliff and Thiemens (1997) Science,
CT97_85,32.875,-117.241,N2O_trop,42.84869471,0.1,23.02445294,0.1,Cliff and Thiemens (1997) Science,
CT97_86,32.875,-117.241,N2O_trop,42.82345166,0.1,22.88898057,0.1,Cliff and Thiemens (1997) Science,
CT97_87,32.875,-117.241,N2O_trop,42.64956006,0.1,22.84619982,0.1,Cliff and Thiemens (1997) Science,
CT99_1,,,N2O_strat,41.27214519,0.1,21.57653526,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_2,,,N2O_strat,41.63167403,0.1,22.01289889,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_3,,,N2O_strat,41.7378765,0.1,21.94678319,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_4,,,N2O_strat,41.99082947,0.1,22.22446914,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_5,,,N2O_strat,42.08409434,0.1,22.36992369,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_6,,,N2O_strat,42.41675956,0.1,22.6343865,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_7,,,N2O_strat,42.41645205,0.1,22.44926253,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_8,,,N2O_strat,42.37627742,0.1,22.26413856,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_9,,,N2O_strat,42.66889981,0.1,22.42281625,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_10,,,N2O_strat,43.13485077,0.1,22.92529559,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_11,,,N2O_strat,43.73296724,0.1,22.99141129,0.1,Cliff et al. (1999) JGR Atmos.,
CT99_12,,,N2O_strat,44.02591911,0.1,23.34843608,0.1,Cliff et al. (1999) JGR Atmos.,
Rea01_1,,,N2O_trop,44.01315346,,23.31262129,,Ršckmann et al. (2001) GRL,
Rea01_2,,,N2O_trop,44.04688027,,23.4383092,,Ršckmann et al. (2001) GRL,
Rea01_3,,,N2O_trop,44.14806071,,23.6536963,,Ršckmann et al. (2001) GRL,
Rea01_4,,,N2O_trop,44.33355818,,23.47372236,,Ršckmann et al. (2001) GRL,
Rea01_5,,,N2O_trop,44.36728499,,23.59941027,,Ršckmann et al. (2001) GRL,
Rea01_6,,,N2O_trop,44.53591906,,23.65299955,,Ršckmann et al. (2001) GRL,
Rea01_7,,,N2O_trop,44.77200675,,23.77832395,,Ršckmann et al. (2001) GRL,
Rea01_8,,,N2O_trop,44.77200675,,23.85018023,,Ršckmann et al. (2001) GRL,
Rea99_CO_1,,,CO_trop,3.489427284,,7.301456412,,Ršckmann et al. (1998) Science,
Rea99_CO_2,,,CO_trop,2.591723467,,7.099630514,,Ršckmann et al. (1998) Science,
Rea99_CO_3,,,CO_trop,3.230654912,,6.502093312,,Ršckmann et al. (1998) Science,
Rea99_CO_4,,,CO_trop,3.252671847,,5.900905532,,Ršckmann et al. (1998) Science,
Rea99_CO_5,,,CO_trop,2.224921335,,5.714186445,,Ršckmann et al. (1998) Science,
Rea99_CO_6,,,CO_trop,3.004027264,,6.410493416,,Ršckmann et al. (1998) Science,
Rea99_CO_7,,,CO_trop,3.293623345,,5.968951854,,Ršckmann et al. (1998) Science,
Rea99_CO_8,,,CO_trop,1.419101526,,4.869803128,,Ršckmann et al. (1998) Science,
Rea99_CO_9,,,CO_trop,0.800865999,,5.462846441,,Ršckmann et al. (1998) Science,
Rea99_CO_10,,,CO_trop,4.824387425,,6.440750467,,Ršckmann et al. (1998) Science,
Rea99_CO_11,,,CO_trop,6.440577211,,6.870630465,,Ršckmann et al. (1998) Science,
Rea99_CO_12,,,CO_trop,6.658985203,,7.222116026,,Ršckmann et al. (1998) Science,
Rea99_CO_13,,,CO_trop,7.929802673,,7.136064715,,Ršckmann et al. (1998) Science,
Rea99_CO_14,,,CO_trop,8.073940206,,7.49912603,,Ršckmann et al. (1998) Science,
Rea99_CO_15,,,CO_trop,8.009357197,,7.597814188,,Ršckmann et al. (1998) Science,
Rea99_CO_16,,,CO_trop,8.714192667,,7.578013255,,Ršckmann et al. (1998) Science,
Rea99_CO_17,,,CO_trop,8.229966883,,7.302648696,,Ršckmann et al. (1998) Science,
Rea99_CO_18,,,CO_trop,8.864054602,,7.5830528,,Ršckmann et al. (1998) Science,
Rea99_CO_19,,,CO_trop,9.151008651,,7.657849198,,Ršckmann et al. (1998) Science,
Rea99_CO_20,,,CO_trop,10.34183126,,7.941176691,,Ršckmann et al. (1998) Science,
Rea99_CO_21,,,CO_trop,9.718311668,,7.827793226,,Ršckmann et al. (1998) Science,
Rea99_CO_22,,,CO_trop,9.234085884,,7.70761098,,Ršckmann et al. (1998) Science,
Rea99_CO_23,,,CO_trop,10.35856413,,8.451458952,,Ršckmann et al. (1998) Science,
Rea99_CO_24,,,CO_trop,8.476556551,,7.631059414,,Ršckmann et al. (1998) Science,
Rea99_CO_25,,,CO_trop,7.712862477,,7.314263659,,Ršckmann et al. (1998) Science,
Rea99_CO_26,,,CO_trop,7.165815039,,7.08808805,,Ršckmann et al. (1998) Science,
Rea99_CO_27,,,CO_trop,6.262386819,,7.218092122,,Ršckmann et al. (1998) Science,
Rea99_CO_28,,,CO_trop,6.543616465,,7.001364592,,Ršckmann et al. (1998) Science,
Rea99_CO_29,,,CO_trop,6.407845368,,7.062378783,,Ršckmann et al. (1998) Science,
Rea99_CO_30,,,CO_trop,5.293935252,,7.420144857,,Ršckmann et al. (1998) Science,
Rea99_CO_31,,,CO_trop,4.741163412,,7.941149763,,Ršckmann et al. (1998) Science,
Rea99_CO_32,,,CO_trop,2.72558643,,7.417760612,,Ršckmann et al. (1998) Science,
Rea99_CO_33,,,CO_trop,2.381094792,,7.44881552,,Ršckmann et al. (1998) Science,
Rea99_CO_34,,,CO_trop,-1.639491042,,5.971677036,,Ršckmann et al. (1998) Science,
Rea99_CO_35,,,CO_trop,-2.890493271,,5.427454121,,Ršckmann et al. (1998) Science,
Rea99_CO_36,,,CO_trop,-3.311457062,,5.624559657,,Ršckmann et al. (1998) Science,
Rea99_CO_37,,,CO_trop,5.737943435,,6.39961882,,Ršckmann et al. (1998) Science,
Rea99_CO_38,,,CO_trop,6.947260268,,7.012770365,,Ršckmann et al. (1998) Science,
Rea99_CO_39,,,CO_trop,7.231572284,,7.18899162,,Ršckmann et al. (1998) Science,
Rea99_CO_40,,,CO_trop,8.774372288,,7.318572213,,Ršckmann et al. (1998) Science,
Rea99_CO_41,,,CO_trop,9.757795371,,7.702930189,,Ršckmann et al. (1998) Science,
Rea99_CO_42,,,CO_trop,8.994101296,,7.672494467,,Ršckmann et al. (1998) Science,
Rea99_CO_43,,,CO_trop,10.2618364,,7.660791075,,Ršckmann et al. (1998) Science,
Rea99_CO_44,,,CO_trop,8.520003303,,7.588801047,,Ršckmann et al. (1998) Science,
Rea99_CO_45,,,CO_trop,9.090829029,,7.241990184,,Ršckmann et al. (1998) Science,
Rea99_CO_46,,,CO_trop,8.746337391,,7.714806158,,Ršckmann et al. (1998) Science,
Rea99_CO_47,,,CO_trop,7.145119121,,7.404258888,,Ršckmann et al. (1998) Science,
Rea99_CO_48,,,CO_trop,7.988808058,,7.533924834,,Ršckmann et al. (1998) Science,
Rea99_CO_49,,,CO_trop,8.203253002,,7.72598009,,Ršckmann et al. (1998) Science,
Rea99_CO_50,,,CO_trop,7.998935848,,7.622141097,,Ršckmann et al. (1998) Science,
Rea99_CO_51,,,CO_trop,6.194281101,,6.764483235,,Ršckmann et al. (1998) Science,
Rea99_CO_52,,,CO_trop,5.572082527,,6.785151625,,Ršckmann et al. (1998) Science,
Rea99_CO_53,,,CO_trop,0.994321466,,6.291400341,,Ršckmann et al. (1998) Science,
Rea99_CO_54,,,CO_trop,-0.121790344,,5.893708637,,Ršckmann et al. (1998) Science,
Rea99_CO_55,,,CO_trop,-1.025218564,,6.075658868,,Ršckmann et al. (1998) Science,
Rea99_CO_56,,,CO_trop,-1.858339373,,5.801117891,,Ršckmann et al. (1998) Science,
Rea99_CO_57,,,CO_trop,-1.782307558,,6.415124265,,Ršckmann et al. (1998) Science,
Rea99_CO_58,,,CO_trop,-1.987065051,,6.570568367,,Ršckmann et al. (1998) Science,
MSD16107A,,,CO3_trop,25.26385605,,16.70804386,,Shaheen et al. (2010) PNAS,
MSD16107B,,,CO3_trop,31.13485843,,18.30552918,,Shaheen et al. (2010) PNAS,
BCH151106A,,,CO3_trop,18.95745332,,12.87214187,,Shaheen et al. (2010) PNAS,
BCH151106B,,,CO3_trop,25.60224895,,16.31160503,,Shaheen et al. (2010) PNAS,
SIO270407A,,,CO3_trop,32.12522319,,17.58278886,,Shaheen et al. (2010) PNAS,
SIO270407B,,,CO3_trop,14.39259014,,8.193383541,,Shaheen et al. (2010) PNAS,
SIO250507A,,,CO3_trop,24.48495154,,15.97627753,,Shaheen et al. (2010) PNAS,
SIO250507B,,,CO3_trop,17.56243741,,10.07036829,,Shaheen et al. (2010) PNAS,
SIO260607A,,,CO3_trop,24.44397296,,16.66737635,,Shaheen et al. (2010) PNAS,
SIO260607B,,,CO3_trop,13.00382381,,7.437521987,,Shaheen et al. (2010) PNAS,
SIO160207B,,,CO3_trop,26.23831951,,14.68680665,,Shaheen et al. (2010) PNAS,
SIO200407B,,,CO3_trop,23.4507441,,12.57845154,,Shaheen et al. (2010) PNAS,
SIO040507A,,,CO3_trop,22.61185848,,13.7334492,,Shaheen et al. (2010) PNAS,
SIO230307A,,,CO3_trop,17.68455223,,9.989565892,,Shaheen et al. (2010) PNAS,
WMRS080807A,,,CO3_trop,23.27677226,,12.97343415,,Shaheen et al. (2010) PNAS,
WMRS080807B,,,CO3_trop,24.89482749,,13.53072278,,Shaheen et al. (2010) PNAS,
Sea90_1,,,oz_strat,161,9,112,12,Schueler et al. (1990) GRL,
Sea90_2,,,oz_strat,143,6,107,10,Schueler et al. (1990) GRL,
Sea90_3,,,oz_strat,121,6,87,10,Schueler et al. (1990) GRL,
Sea90_4,,,oz_strat,89,12,92,17,Schueler et al. (1990) GRL,
Sea90_5,,,oz_strat,81,15,81,18,Schueler et al. (1990) GRL,
Sea90_6,,,oz_strat,91,5,83,8,Schueler et al. (1990) GRL,
Mea01_1,,,oz_strat,230,50,130,40,Mauersberger et al. (2001) GRL,
Mea01_2,,,oz_strat,148,13,110,17,Mauersberger et al. (2001) GRL,
Mea01_3,,,oz_strat,96,20,91,30,Mauersberger et al. (2001) GRL,
Mea01_4,,,oz_strat,108.6,3.4,95.5,5.6,Mauersberger et al. (2001) GRL,
Mea01_5,,,oz_strat,103.4,3.4,89.5,5.6,Mauersberger et al. (2001) GRL,
Mea01_6,,,oz_strat,80.1,4,78.2,6.2,Mauersberger et al. (2001) GRL,
Mea01_7,,,oz_strat,65.9,5.6,66.9,3.5,Mauersberger et al. (2001) GRL,
Kea00_1,,,oz_strat,110.3,4.6,96.6,7.4,Krankowsky et al. (2000) GRL,
Kea00_2,,,oz_strat,114.1,3.3,86.9,5.3,Krankowsky et al. (2000) GRL,
Kea00_3,,,oz_strat,115.1,3.5,92.3,5.3,Krankowsky et al. (2000) GRL,
Kea00_4,,,oz_strat,106.9,3,91.8,4.9,Krankowsky et al. (2000) GRL,
Kea00_5,,,oz_strat,115.5,3.1,95.3,4.8,Krankowsky et al. (2000) GRL,
Kea00_6,,,oz_strat,115.9,3,93.5,4.8,Krankowsky et al. (2000) GRL,
Kea00_7,,,oz_strat,113.3,3.9,90.9,6.2,Krankowsky et al. (2000) GRL,
Kea00_8,,,oz_strat,101.6,3,89.5,4.8,Krankowsky et al. (2000) GRL,
Kea00_9,,,oz_strat,107.6,3,88.3,4.8,Krankowsky et al. (2000) GRL,
Kea00_10,,,oz_strat,97.5,2.8,81.5,4.6,Krankowsky et al. (2000) GRL,
Kea00_11,,,oz_strat,93.8,3.3,80.9,5.1,Krankowsky et al. (2000) GRL,
Kea00_12,,,oz_strat,128,3.6,98.9,5.7,Krankowsky et al. (2000) GRL,
Kea00_13,,,oz_strat,130.8,3.5,104.2,5.7,Krankowsky et al. (2000) GRL,
Kea00_14,,,oz_strat,114.4,3.5,93,5.4,Krankowsky et al. (2000) GRL,
Kea00_15,,,oz_strat,103.9,3.4,80.2,5.3,Krankowsky et al. (2000) GRL,
Kea07_1,,,oz_strat,84,3.4,77.2,5.4,Krankowsky et al. (2007) JGR Atmos.,
Kea07_2,,,oz_strat,76.5,3.4,72.5,5.5,Krankowsky et al. (2007) JGR Atmos.,
Kea07_3,,,oz_strat,74.1,3.4,65.7,5.5,Krankowsky et al. (2007) JGR Atmos.,
Kea07_4,,,oz_strat,74.1,3.4,63.7,5.2,Krankowsky et al. (2007) JGR Atmos.,
Kea07_5,,,oz_strat,83.3,3,70,5.4,Krankowsky et al. (2007) JGR Atmos.,
Kea07_6,,,oz_strat,85.6,2.9,70.6,4.6,Krankowsky et al. (2007) JGR Atmos.,
Kea07_7,,,oz_strat,84.8,3,73.2,4.7,Krankowsky et al. (2007) JGR Atmos.,
Kea07_8,,,oz_strat,83.1,3.1,68.5,4.5,Krankowsky et al. (2007) JGR Atmos.,
Kea07_9,,,oz_strat,141.1,5.1,113.2,8.1,Krankowsky et al. (2007) JGR Atmos.,
Kea07_10,,,oz_strat,141.3,3.5,112.6,5.5,Krankowsky et al. (2007) JGR Atmos.,
Kea07_11,,,oz_strat,139.4,3.3,108,5.3,Krankowsky et al. (2007) JGR Atmos.,
Kea07_12,,,oz_strat,131.1,3.4,105.3,5.4,Krankowsky et al. (2007) JGR Atmos.,
Kea07_13,,,oz_strat,126.3,3.4,98.5,5.4,Krankowsky et al. (2007) JGR Atmos.,
Kea07_14,,,oz_strat,116.9,3.1,95.3,5,Krankowsky et al. (2007) JGR Atmos.,
Kea07_15,,,oz_strat,91.4,3.4,74.4,5.7,Krankowsky et al. (2007) JGR Atmos.,
Kea07_16,,,oz_strat,143.6,4,108.5,6.4,Krankowsky et al. (2007) JGR Atmos.,
Kea07_17,,,oz_strat,152.9,3.9,111.6,6.4,Krankowsky et al. (2007) JGR Atmos.,
Kea07_18,,,oz_strat,150.6,4,115.7,6.3,Krankowsky et al. (2007) JGR Atmos.,
Kea07_19,,,oz_strat,146.4,4,107.8,6.2,Krankowsky et al. (2007) JGR Atmos.,
Jea_LH_1,32.875,-117.241,oz_trop,113.4,1,83.8,2,Johnston and Thiemens (1997) JGR,
Jea_LH_2,32.875,-117.241,oz_trop,106.9,0.7,85.3,3,Johnston and Thiemens (1997) JGR,
Jea_LH_3,32.875,-117.241,oz_trop,109.5,0.8,89.1,2,Johnston and Thiemens (1997) JGR,
Jea_LH_4,32.875,-117.241,oz_trop,99.6,1,84.4,6,Johnston and Thiemens (1997) JGR,
Jea_LH_5,32.875,-117.241,oz_trop,100.8,0.3,79.3,4,Johnston and Thiemens (1997) JGR,
Jea_LH_6,32.875,-117.241,oz_trop,111.1,2,98.4,5,Johnston and Thiemens (1997) JGR,
Jea_LH_7,32.875,-117.241,oz_trop,109.8,0.6,83.6,4,Johnston and Thiemens (1997) JGR,
Jea_LH_8,32.875,-117.241,oz_trop,104.5,0.6,80.1,1,Johnston and Thiemens (1997) JGR,
Jea_LH_9,32.875,-117.241,oz_trop,101.2,0.6,77.7,1,Johnston and Thiemens (1997) JGR,
Jea_LH_10,32.875,-117.241,oz_trop,104.3,0.5,78.7,0.7,Johnston and Thiemens (1997) JGR,
Jea_LH_11,32.875,-117.241,oz_trop,104.8,0.7,78.6,0.6,Johnston and Thiemens (1997) JGR,
Jea_LH_12,32.875,-117.241,oz_trop,105.1,0.7,77.8,1,Johnston and Thiemens (1997) JGR,
Jea_LH_13,32.875,-117.241,oz_trop,104.4,0.7,78.8,2,Johnston and Thiemens (1997) JGR,
Jea_LH_14,32.875,-117.241,oz_trop,105.1,0.4,80.5,1,Johnston and Thiemens (1997) JGR,
Jea_LH_15,32.875,-117.241,oz_trop,97.4,0.8,73.6,3,Johnston and Thiemens (1997) JGR,
Jea_LH_16,32.875,-117.241,oz_trop,95.7,0.5,68.4,3,Johnston and Thiemens (1997) JGR,
Jea_LH_17,32.875,-117.241,oz_trop,92.9,1,70.8,2,Johnston and Thiemens (1997) JGR,
Jea_LH_18,32.875,-117.241,oz_trop,100.7,0.6,73.3,3,Johnston and Thiemens (1997) JGR,
Jea_LH_19,32.875,-117.241,oz_trop,99.8,0.6,75.1,1,Johnston and Thiemens (1997) JGR,
Jea_LH_20,32.875,-117.241,oz_trop,99.4,0.3,76.5,0.6,Johnston and Thiemens (1997) JGR,
Jea_LH_21,32.875,-117.241,oz_trop,102.8,0.3,74.8,2,Johnston and Thiemens (1997) JGR,
Jea_LH_22,32.875,-117.241,oz_trop,111.2,0.9,84.4,4,Johnston and Thiemens (1997) JGR,
Jea_LH_23,32.875,-117.241,oz_trop,109.2,0.7,80.9,2,Johnston and Thiemens (1997) JGR,
Jea_LH_24,32.875,-117.241,oz_trop,100.5,2,90.2,6,Johnston and Thiemens (1997) JGR,
Jea_LH_25,32.875,-117.241,oz_trop,97.9,1,75.4,3,Johnston and Thiemens (1997) JGR,
Jea_LH_26,32.875,-117.241,oz_trop,114.2,0.6,86.3,1,Johnston and Thiemens (1997) JGR,
Jea_LH_27,32.875,-117.241,oz_trop,114.7,1,86.4,3,Johnston and Thiemens (1997) JGR,
Jea_LH_28,32.875,-117.241,oz_trop,115.9,2,86.3,2,Johnston and Thiemens (1997) JGR,
Jea_LH_29,32.875,-117.241,oz_trop,120.6,2,89.2,2,Johnston and Thiemens (1997) JGR,
Jea_WSMR_1,,,oz_trop,107.8,0.7,82.9,3,Johnston and Thiemens (1997) JGR,
Jea_WSMR_2,,,oz_trop,114.9,1,95.5,6,Johnston and Thiemens (1997) JGR,
Jea_WSMR_3,,,oz_trop,109.5,1,94.5,3,Johnston and Thiemens (1997) JGR,
Jea_WSMR_4,,,oz_trop,119.1,1,95.7,0.8,Johnston and Thiemens (1997) JGR,
Jea_WSMR_5,,,oz_trop,114.6,1,89.9,7,Johnston and Thiemens (1997) JGR,
Jea_WSMR_6,,,oz_trop,110.2,0.5,90.6,4,Johnston and Thiemens (1997) JGR,
Jea_WSMR_7,,,oz_trop,100.7,0.3,71.4,1,Johnston and Thiemens (1997) JGR,
Jea_Pas_1,,,oz_trop,112.5,0.8,78.3,1,Johnston and Thiemens (1997) JGR,
Jea_Pas_2,,,oz_trop,112.4,1,78.2,2,Johnston and Thiemens (1997) JGR,
Jea_Pas_3,,,oz_trop,104.8,0.4,76.9,0.4,Johnston and Thiemens (1997) JGR,
Jea_Pas_4,,,oz_trop,104.9,0.4,77,0.9,Johnston and Thiemens (1997) JGR,
Jea_Pas_5,,,oz_trop,114.3,0.6,81.2,0.4,Johnston and Thiemens (1997) JGR,
Jea_Pas_6,,,oz_trop,114.4,0.6,81.3,2,Johnston and Thiemens (1997) JGR,
Kea95_1,,,oz_trop,111.2593408,4.852394855,111.8378288,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_2,,,oz_trop,110.7452568,4.852394855,105.5136261,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_3,,,oz_trop,114.4364767,4.852394855,105.8754248,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_4,,,oz_trop,121.1918309,4.852394855,103.8375184,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_5,,,oz_trop,105.3805967,4.852394855,98.36252425,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_6,,,oz_trop,108.3341546,4.852394855,98.37610383,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_7,,,oz_trop,111.7140141,4.852394855,96.32267789,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_8,,,oz_trop,117.3046772,4.852394855,96.34838209,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_9,,,oz_trop,119.2043629,4.852394855,95.89734616,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_10,,,oz_trop,117.7314639,4.852394855,94.05149375,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_11,,,oz_trop,116.1487158,4.852394855,94.27410181,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_12,,,oz_trop,114.1486382,4.852394855,92.31088306,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_13,,,oz_trop,117.6291321,4.852394855,92.55677039,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_14,,,oz_trop,116.7937456,4.852394855,88.52994103,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_15,,,oz_trop,112.3677737,4.852394855,86.44062621,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_16,,,oz_trop,110.0476061,4.852394855,86.20007372,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_17,,,oz_trop,108.2536471,4.852394855,86.53665322,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_18,,,oz_trop,110.7920579,4.852394855,83.32993327,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_19,,,oz_trop,114.0676457,4.852394855,80.70131528,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_20,,,oz_trop,114.8021553,4.852394855,82.54377279,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_21,,,oz_trop,116.0679658,4.852394855,82.54959261,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_22,,,oz_trop,116.5915069,4.852394855,84.39108016,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_23,,,oz_trop,117.6485315,4.852394855,83.36145728,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_24,,,oz_trop,120.1777276,4.852394855,84.52251106,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_25,,,oz_trop,121.0240262,4.852394855,83.3769768,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_26,,,oz_trop,123.4479805,4.852394855,84.42260417,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_27,,,oz_trop,129.2590692,4.852394855,79.9665632,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_28,,,oz_trop,125.1473675,4.852394855,78.91317607,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_29,,,oz_trop,120.5055773,4.852394855,79.12171956,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_30,,,oz_trop,119.5574319,4.852394855,78.54264763,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_31,,,oz_trop,120.515277,4.852394855,74.52406301,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_32,,,oz_trop,101.4034783,4.852394855,83.51665244,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_33,,,oz_trop,104.2585842,4.852394855,80.19644603,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_34,,,oz_trop,102.6809285,4.852394855,78.0052844,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_35,,,oz_trop,105.9577287,4.852394855,74.80195934,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_36,,,oz_trop,109.9595814,4.852394855,77.92380694,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_37,,,oz_trop,104.8049197,4.852394855,71.23344068,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_38,,,oz_trop,109.2384089,4.852394855,69.75957166,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_39,,,oz_trop,109.9714635,4.852394855,72.29167766,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_40,,,oz_trop,111.4453325,4.852394855,73.67776441,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_41,,,oz_trop,114.5150442,4.852394855,68.63440677,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_42,,,oz_trop,113.6735955,4.852394855,67.48111275,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_43,,,oz_trop,112.4087549,4.852394855,67.01552728,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_44,,,oz_trop,113.4657795,4.852394855,65.9859044,7.528905098,Krankowsky et al. (1995) GRL,
Kea95_45,,,oz_trop,117.2610286,4.852394855,67.03783658,7.528905098,Krankowsky et al. (1995) GRL,
FR05_1,,,H2O_strat,-60.9,6.7,-33,3.6,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_2,,,H2O_strat,-56.1,5.7,-30,2.6,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_3,,,H2O_strat,-47.7,3.2,-25.4,1.8,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_4,,,H2O_strat,-70.1,3.6,-37.2,2.3,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_5,,,H2O_strat,-78.6,6.1,-42.3,3.4,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_6,,,H2O_strat,-61.3,6.1,-34,3.6,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_7,,,H2O_strat,-46.2,6.1,-26.4,3.9,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_8,,,H2O_strat,-35.7,8.1,-20.5,3.9,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_9,,,H2O_strat,-30.2,12.7,-17.8,6.1,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_10,,,H2O_strat,-29,3.9,-16,2.1,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_11,,,H2O_strat,-30.2,2.3,-16.7,1.5,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_12,,,H2O_strat,-69.8,3,-37.6,2.7,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_13,,,H2O_strat,-80.5,3.5,-43.1,2,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_14,,,H2O_strat,-65.3,3.2,-35.8,1.9,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
FR05_15,,,H2O_strat,-54.6,2.8,-29.6,1.7,Franz and Ršckmann (2005) Atmos. Chem. Phys.,
